Company,Page,Category,Verbatim Claim,English Translation,Language,Confidence,GPT Valid Claim,Text Verified,Environmental Relevance,Company Attributed,Complete Claim,Exclusion Reason,GPT Notes,Page URL,Source File,EMAS Verified,EU Organic Verified,B Corp Verified,Bord Bia Verified,Biopartenaire Verified,BioED Verified,ECGT Label,ECGT Rule Triggered,ECGT Explanation,ECGT Review Flag
Belledonne,About,certification,"La chocolaterie bio devient le troisième pilier de Belledonne, ajoutant une nouvelle dimension à l'entreprise. Cette année marque aussi le 1er produit Belledonne labellisé BIOPARTENAIRE®.","The organic chocolate factory becomes the third pillar of Belledonne, adding a new dimension to the company. This year also marks the first Belledonne product labelled BIOPARTENAIRE®.",FR,0.95,Yes,Yes,Yes,Yes,Yes,,"The text mentions the first Belledonne product labeled BIOPARTENAIRE®, which is a certification claim.",https://belledonne.bio/pages/notre-histoire,belledonne.json,No,Yes,No,No,Yes,Yes,GREEN,"GREEN - specific detail (named action, named certification, date) AND type-matching registry confirmed","The claim names two specific, concrete actions: establishment of a bio chocolaterie as a new business pillar, and launch of the first BIOPARTENAIRE®-labelled product this year. Both actions are named with sufficient particularity (product category, certification scheme, timing). Registry evidence confirms BIOPARTENAIRE is held by this company, matching the type of certification claim being made. This satisfies the GREEN criterion: specific detail + type-matching registry confirmed.",No
Belledonne,About,general,Belledonne développe les premières guimauves artisanales bio,Belledonne develops the first artisan organic marshmallows,FR,0.8,Yes,Yes,Yes,Yes,Yes,,The claim about developing the first organic artisanal marshmallows is present on the page.,https://belledonne.bio/pages/notre-histoire,belledonne.json,No,Yes,No,No,Yes,Yes,GREEN,GREEN - specific claim with TYPE-MATCHING registry confirmed,"The claim names a specific product category ('premières guimauves artisanales bio') and asserts an organic status. The registry evidence confirms EU Organic, BIOPARTENAIRE, and BioED certifications for this company — all of which are type-matching certifications that verify organic claims. The specificity of the product development claim combined with confirmed organic certification in the relevant registry satisfies the GREEN criterion.",No
Belledonne,About,certification,"L'entreprise reçoit la labellisation Bio Entreprise Durable, une certification 100% indépendante qui témoigne de nos engagements RSE vers des pratiques écologiques et durables.","The company receives the Bio Entreprise Durable certification, a 100% independent certification that reflects our CSR commitments towards ecological and sustainable practices.",FR,0.95,Yes,Yes,Yes,Yes,Yes,,The page explicitly states that Belledonne received the Bio Entreprise Durable label and describes it as a certification.,https://belledonne.bio/pages/notre-histoire,belledonne.json,No,Yes,No,No,Yes,Yes,RED,RED - names a certification (Bio Entreprise Durable) that is not one of the six tracked registries and is not confirmed in the available evidence,"The claim asserts a specific certification label ('Bio Entreprise Durable') as independent verification of ecological and sustainable practices. However, this certification scheme does not appear in the six tracked registries (EU Organic, BIOPARTENAIRE, BioED, EMAS, B Corp, Bord Bia), and the registry evidence confirms only EU Organic, BIOPARTENAIRE, and BioED — not 'Bio Entreprise Durable'. Under the rule for untracked certification/standard claims presented as bare labels or product tags, this triggers RED classification.",Yes
Belledonne,About,packaging,"Belledonne innove une fois de plus avec deux nouvelles recettes de pâtes à tartiner, présentées dans un pot végétal inédit, alliant gourmandise et respect de l'environnement.","Belledonne innovates once again with two new spread recipes, presented in a unique plant-based jar, combining indulgence and respect for the environment.",FR,0.9,Yes,Yes,Yes,Yes,Yes,,The passage about an innovative plant-based pot respecting the environment is present and attributable to the company.,https://belledonne.bio/pages/notre-histoire,belledonne.json,No,Yes,No,No,Yes,Yes,AMBER,"AMBER - specific action named (new recipes, novel plant-based pot) but environmental claim ('respect de l'environnement') is vague and unquantified; no registry confirms the packaging innovation itself","The claim names concrete product innovations (two new spreads, a novel plant-based container) and a specific commitment to 'respect for the environment,' which satisfies the BOUNDARY rule 1 threshold of naming some behavioural detail beyond a bare tagline. However, the environmental benefit of the plant-based pot is asserted but not verified — the company holds confirmed organic/sustainable certifications, but these do not specifically verify packaging claims. Under STEP 2 AMBER criteria, the claim is specific enough to avoid RED but lacks registry confirmation for the packaging-specific environmental assertion.",Yes
Belledonne,Sustainability,certification,Une PME 100% bio depuis toujours,A 100% organic SME from the very beginning,FR,0.92,Yes,Yes,Yes,Yes,Yes,,"The page states that Belledonne is a 100% organic SME, which is an attributable environmental/product claim.",https://belledonne.bio/pages/bio-bon-et-engages?engagement=bio-locale-et-equitable,belledonne.json,No,Yes,No,No,Yes,Yes,GREEN,GREEN - Specific certification claim with TYPE-MATCHING registry confirmed,"The claim asserts '100% bio' (organic status) since the company's founding, a specific factual statement about certification status. The registry confirms THREE type-matching organic certifications (EU Organic, BIOPARTENAIRE, BioED), which directly verify this organic claim. Specific detail + type-matching registry confirmation = GREEN.",No
Belledonne,Sustainability,certification,64% de matières premières labellisées équitables*,"64% of raw materials certified fair trade* (*by volume, year 2023)",FR,0.95,Yes,Yes,Yes,Yes,Yes,,The claim about 64% of raw materials being fair-trade labeled appears in the text and is company-attributed.,https://belledonne.bio/pages/bio-bon-et-engages?engagement=bio-locale-et-equitable,belledonne.json,No,Yes,No,No,Yes,Yes,AMBER,"AMBER - specific detail (64%, named action: fair-trade labelling) but no TYPE-MATCHING registry confirmed","The claim names a specific metric (64%) and a concrete action (fair-trade labelled raw materials), satisfying the specificity test for AMBER minimum. However, the company holds confirmed certifications in organic/biopartenaire/bioed schemes, none of which verify fair-trade claims — fair-trade certification (e.g. FLO-Cert, Fairtrade) is not confirmed in the registry. The specificity prevents RED, but the absence of a matching fair-trade registry prevents GREEN.",Yes
Belledonne,Sustainability,sourcing,Nos farines sont locales : 94% de farines provenant de moins de 200km de nos fournils*,"Our flours are local: 94% of flours sourced from within 200km of our bakeries* (*by volume, year 2023)",FR,0.97,Yes,Yes,Yes,Yes,Yes,,"The page states that 94% of flours come from within 200 km of the bakery, which is a sourcing-related environmental claim.",https://belledonne.bio/pages/bio-bon-et-engages?engagement=bio-locale-et-equitable,belledonne.json,No,Yes,No,No,Yes,Yes,GREEN,"GREEN — Concrete, verifiable fact (specific metric: 94% of flour from <200km) with named action (sourcing practice). Type-matching registry confirmed (EU Organic, BIOPARTENAIRE, BioED all verify sourcing/ingredient origin claims).","The claim states a measurable, checkable fact—a specific percentage and distance threshold for flour sourcing—rather than vague marketing language. This is a concrete sourcing commitment. The company holds confirmed certifications (EU Organic, BIOPARTENAIRE, BioED) that are type-matched to verify origin and sourcing claims, providing independent verification of the company's credibility on local/ingredient sourcing. The specificity of the metric (94%, <200km) combined with relevant registry confirmation satisfies the GREEN criterion.",No
Belledonne,Sustainability,sourcing,"Beurre, œuf, lait, miel : Origine 100% France","Butter, eggs, milk, honey: 100% French origin",FR,0.95,Yes,Yes,Yes,Yes,Yes,,"The statement that butter, eggs, milk and honey are 100% from France is present and company-attributed.",https://belledonne.bio/pages/bio-bon-et-engages?engagement=bio-locale-et-equitable,belledonne.json,No,Yes,No,No,Yes,Yes,GREEN,"GREEN - concrete, verifiable fact (named suppliers/ingredients with specific geographic origin) requiring no certification verification","The claim states a factual company sourcing statement: four named ingredients (butter, egg, milk, honey) with a concrete, verifiable origin assertion (100% France). Per STEP 2 GREEN criterion, factual statements about sourcing, geographic origin, and company structure do not require registry confirmation — they are background facts about the company's supply chain, not environmental performance claims being verified by an independent scheme. The 100% France origin is a checkable, concrete fact that can be verified through supplier documentation and labelling records, independent of certification schemes.",No
Belledonne,Sustainability,general,Découvrez notre rapport RSE (Responsabilité Sociétale des Entreprises) qui présente nos actions de développement durable au cours de l'année 2025.,Discover our CSR report (Corporate Social Responsibility) which presents our sustainable development actions during the year 2025.,FR,0.8,Yes,Yes,Yes,Yes,Yes,,"The text invites users to discover their CSR report presenting sustainability actions for 2025; this is a complete, company-attributed environmental claim.",https://belledonne.bio/pages/bio-bon-et-engages?engagement=bio-locale-et-equitable,belledonne.json,No,Yes,No,No,Yes,Yes,GREEN,"GREEN — Factual company statement (CSR report disclosure) describing verified sustainable development actions; STEP 2 GREEN criterion: factual company history, structure, and general action statements do not require registry confirmation.","The claim announces the publication of a CSR (Corporate Social Responsibility) report detailing sustainable development actions taken in 2025. This is a factual statement about company transparency and reporting — a concrete action (publishing a named report) already undertaken — not an unsubstantiated environmental performance assertion. The company holds confirmed organic and sustainable certifications (EU Organic, BIOPARTENAIRE, BioED), which provide credibility context. The claim names a specific, verifiable action (CSR report publication) and does not require type-matching registry verification; it is a corporate governance/transparency fact, not a performance claim that needs independent certification.",No
Biologon GmbH,Homepage,certification,"Ihre Eigenmarke, die Sie von uns herstellen lassen, ist bio-zertifiziert und von bester Premium-Qualität.","Your private label, which we manufacture for you, is organic-certified and of the best premium quality.",DE,0.95,Yes,Yes,Yes,Yes,Yes,,The page states that the private label product is bio-zertifiziert.,https://biologon.at/,biologon_gmbh.json,Yes,Yes,No,No,No,No,GREEN,GREEN - specific claim with TYPE-MATCHING registry confirmed,"The claim names 'bio-zertifiziert' (bio-certified) as a specific assertion about the company's private-label products. The registry evidence confirms EU Organic certification for this company, which is the TYPE-MATCHING registry for organic/bio claims. The claim is concrete (named action: products are bio-certified and premium quality) and the relevant certification type is independently verified, satisfying the GREEN criterion.",No
Biologon GmbH,Homepage,general,"Biologisch, vegan, glutenfrei, ohne künstliche Aromen, ohne Konservierungsstoffe und ohne Kristallzucker sind die Attribute, die unsere Softriegel auszeichnen.","Organic, vegan, gluten-free, without artificial flavourings, without preservatives and without refined sugar are the attributes that distinguish our soft bars.",DE,0.85,Yes,Yes,Yes,Yes,Yes,,The product description attributes several environmental/production characteristics to the company’s Softriegel.,https://biologon.at/,biologon_gmbh.json,Yes,Yes,No,No,No,No,GREEN,"GREEN - Concrete, verifiable facts (named product attributes) with TYPE-MATCHING registry confirmed (EU Organic)","The claim lists specific, verifiable product attributes (biologisch/organic, vegan, gluten-free, no artificial flavours, no preservatives, no refined sugar) for a named product (Softriegel). EU Organic certification is confirmed in the registry, which directly verifies the organic/biologisch claim and provides independent verification for the substantive factual assertions about product composition. The claim describes concrete product facts, not marketing slogans, and the matching registry confirmation satisfies the GREEN criterion.",No
Biologon GmbH,Homepage,general,"Der Transport erfolgt umweltschonend, mit neuestem Equipment und nach Möglichkeit auf der Bahn.","Transport is carried out in an environmentally friendly manner, with the latest equipment and by rail where possible.",DE,0.9,Yes,Yes,Yes,Yes,Yes,,The transport statement claims environmentally friendly transport and rail use where possible.,https://biologon.at/,biologon_gmbh.json,Yes,Yes,No,No,No,No,AMBER,"AMBER — Specific commitment named ('environmentally friendly transport', 'latest equipment', 'rail where possible') but no type-matching registry confirmed","The claim describes concrete transportation practices (rail preference, modern equipment, environmental care) that are verifiable actions, meeting BOUNDARY rule 1 (specific detail present → AMBER minimum). However, EMAS and EU Organic certifications do not specifically verify transport logistics claims — EMAS is a general environmental management system that could cover transport, but the claim itself names no EMAS audit or certified practice. Without a confirmed registry that directly validates this transport commitment, the claim remains AMBER: specific enough to avoid RED, but unverified by a type-matching certification.",Yes
Biologon GmbH,Homepage,certification,"Seit mittlerweile vier Jahren sind wir Teil des EMAS (Eco-Management and Audit Scheme) – und wir freuen uns riesig, euch mitteilen zu können, dass wir [die EMAS-Revalidierung geschafft haben].",For four years now we have been part of EMAS (Eco-Management and Audit Scheme) – and we are delighted to announce that we [have completed the EMAS revalidation].,DE,0.97,Yes,Yes,Yes,Yes,Yes,,The text says the company has been part of EMAS and has achieved revalidation.,https://biologon.at/,biologon_gmbh.json,Yes,Yes,No,No,No,No,GREEN,GREEN — Specific certification named AND type-matching registry confirmed,"The claim names EMAS specifically and states a concrete, verifiable fact: four-year membership and successful revalidation. The registry evidence confirms EMAS is held by this company. This satisfies the GREEN criterion: claim references a specific certification AND registry confirms that specific certification, with a concrete action/outcome named (revalidation achieved).",No
Biologon GmbH,Homepage,sourcing,"biologon ist ein Tiroler Familienunternehmen, welches sich auf die Herstellung und Veredelung von hochwertigen Lebensmitteln aus kontrolliert biologischem Anbau spezialisiert hat.",biologon is a Tyrolean family company that has specialised in the production and refinement of high-quality foods from certified organic farming.,DE,0.95,Yes,Yes,Yes,Yes,Yes,,The company describes itself as specialized in foods from controlled organic cultivation.,https://biologon.at/,biologon_gmbh.json,Yes,Yes,No,No,No,No,GREEN,GREEN - factual company history/structure statement with TYPE-MATCHING registry confirmed,"The claim describes biologon as a Tyrolean family business specializing in high-quality foods from controlled organic farming. This is a factual statement about company background, founding structure, and geographic origin — not an environmental performance claim requiring independent verification. The registry confirms EU Organic certification, which TYPE-MATCHES the claim's reference to 'kontrolliert biologischem Anbau' (controlled organic farming). Per STEP 2 GREEN criterion, factual company history statements do not require registry confirmation (they aren't environmental performance claims), but here the matching registry is confirmed anyway, making this unambiguously GREEN.",No
Biologon GmbH,Homepage,sourcing,"Bio Granola – schonend gebacken, mit niedrigem Zuckergehalt, ohne Kristallzuckerzusatz, mit hochwertigem Pflanzenöl aus Europa.","Bio Granola – gently baked, with low sugar content, without added refined sugar, with high-quality plant oil from Europe.",DE,0.8,Yes,Yes,Yes,Yes,Yes,,The Bio Granola description includes the referenced product attributes and European plant oil.,https://biologon.at/,biologon_gmbh.json,Yes,Yes,No,No,No,No,AMBER,AMBER - specific detail present but type-matching registry confirmation incomplete for all claims,"The claim names specific, verifiable product attributes ('Bio', 'low sugar content', 'no added crystalline sugar', 'high-quality plant oil from Europe') and references 'Bio' (organic status). EU Organic is confirmed, which matches the 'Bio' label and verifies organic production methods. However, the claims about processing ('gently baked'), sugar content, and oil sourcing are specific factual assertions that go beyond organic certification scope — EU Organic does not verify these particular production details or ingredient sourcing specifics. The claim is specific enough to avoid RED, and the organic element is registry-confirmed, placing it at AMBER: substantive and partially verified but requiring additional evidence for the non-organic-specific elements.",Yes
Biologon GmbH,Homepage,general,"CSR-Guide 2025 – Der Moment, wenn man schwarz auf weiß sieht, was schon alles vorwärts gegangen ist",CSR Guide 2025 – The moment when you see in black and white how much progress has already been made.,DE,0.75,No,No,No,No,No,TITLE_OR_NAVIGATION,"This is an article/title-style text snippet, not an assessable environmental claim.",https://biologon.at/,biologon_gmbh.json,Yes,Yes,No,No,No,No,RED,"RED — pure tagline/marketing slogan with no environmental behaviour, action, or commitment named","The claim is a promotional heading describing a CSR guide moment ('when you see in black and white what progress has been made') with no specific environmental action, metric, commitment, or behaviour stated. After stripping marketing language, nothing checkable remains — it is a bare assertion of progress without naming what was done, by whom, or how. Registry confirmation (EMAS, EU Organic) does not cure this: a pure tagline cannot be verified by certification alone, because the tagline itself asserts nothing specific enough to verify.",No
Biologon GmbH,About,general,"Bodenständig, nachhaltig und ehrlich – mit Tiroler Handschlagqualität!","Down-to-earth, sustainable and honest – with Tyrolean handshake quality!",DE,0.6,Yes,Yes,Yes,Yes,Yes,,Company slogan-style statement with an environmental term ('nachhaltig'); clearly attributable and complete.,https://biologon.at/uber-uns/,biologon_gmbh.json,Yes,Yes,No,No,No,No,RED,"RED - pure tagline/slogan with no environmental behaviour, action, or commitment named","The claim 'Bodenständig, nachhaltig und ehrlich – mit Tiroler Handschlagqualität!' is a marketing slogan asserting general sustainability and honesty with no concrete action, metric, supplier, commitment, or verifiable fact. After stripping buzzwords ('nachhaltig'/'sustainable', 'ehrlich'/'honest'), no checkable environmental behaviour remains — only vague regional branding. Under the bare-tagline test, this is RED regardless of confirmed registries (EMAS and EU Organic), because a certification cannot give substance to a claim that asserts nothing behavioural to verify.",No
Biologon GmbH,About,general,"Wir vertreiben Biolebensmittel mit höchster Qualität, die im Einklang mit der Natur produziert werden.","We distribute organic foods of the highest quality, produced in harmony with nature.",DE,0.8,Yes,Yes,Yes,Yes,Yes,,Faithful to the page text and asserts production in harmony with nature.,https://biologon.at/uber-uns/,biologon_gmbh.json,Yes,Yes,No,No,No,No,GREEN,"GREEN — Specific claim (organic food, highest quality, nature-aligned production) with TYPE-MATCHING registry confirmed (EU Organic)","The claim asserts organic food production ('Biolebensmittel') and quality aligned with nature. The registry evidence confirms EU Organic certification for this company, which is the exact certification type that verifies an organic claim. This meets the GREEN criterion: specific detail + type-matching registry confirmed.",No
Biologon GmbH,About,sourcing,"Förderung von Bauern, die biologischen Anbau praktizieren",Promotion of farmers who practise organic farming,DE,0.9,Yes,Yes,Yes,Yes,Yes,,States support for farmers practicing organic farming; environmental sourcing claim.,https://biologon.at/uber-uns/,biologon_gmbh.json,Yes,Yes,No,No,No,No,GREEN,GREEN — Specific claim + TYPE-MATCHING registry confirmed,"The claim names a concrete action: promotion of farmers practicing organic cultivation. The registry evidence confirms EU Organic certification for this company, which is the type-matching scheme that verifies organic farming claims. The specificity of the action combined with confirmation of the relevant organic registry meets the GREEN criterion.",No
Biologon GmbH,About,general,Einsatz von umweltfreundlichen und ökologisch abbaubaren Produkten,Use of environmentally friendly and biodegradable products,DE,0.85,Yes,Yes,Yes,Yes,Yes,,Claims use of environmentally friendly and biodegradable products.,https://biologon.at/uber-uns/,biologon_gmbh.json,Yes,Yes,No,No,No,No,AMBER,AMBER - Specific claim (named action: use of environmentally friendly and biodegradable products) but type-mismatch between claim scope and confirmed registries,"The claim names a concrete action (Einsatz von umweltfreundlichen und ökologisch abbaubaren Produkten — use of eco-friendly and biodegradable products) and is therefore specific enough to avoid RED. However, the confirmed registries (EMAS and EU Organic) do not fully verify a broad claim about general product environmental friendliness and biodegradability across the company's range. EMAS covers environmental management systems and EU Organic covers organic certification — neither is a type-matching registry for a general claim about eco-friendly product selection. The claim requires evidence beyond what these registries alone establish.",Yes
Biologon GmbH,About,general,Förderung des ökologischen Lebensstils,Promotion of an ecological lifestyle,DE,0.75,Yes,Yes,Yes,Yes,Yes,,Company states it promotes an ecological lifestyle.,https://biologon.at/uber-uns/,biologon_gmbh.json,Yes,Yes,No,No,No,No,RED,"RED - bare tagline, no behaviour named","The claim 'Förderung des ökologischen Lebensstils' (promotion of an ecological lifestyle) is a pure marketing tagline with no specific action, metric, commitment, or behavioural detail. After stripping the buzzwords, nothing concrete about the company's environmental performance remains — no named initiative, no measurable outcome, no concrete practice is described. Even though the company holds confirmed EMAS and EU Organic certifications, a bare tagline cannot be elevated to credibility by those certifications because the tagline asserts nothing checkable; per the rules, pure taglines are RED regardless of registry status.",No
Biologon GmbH,About,carbon,Unsere Produktion wird zu 100% mit ÖkoStrom aus Tiroler Wasserkraft betrieben.,Our production is powered 100% by eco-electricity from Tyrolean hydropower.,DE,0.95,Yes,Yes,Yes,Yes,Yes,,Energy sourcing claim: production powered 100% by ÖkoStrom from Tyrolean hydropower.,https://biologon.at/uber-uns/,biologon_gmbh.json,Yes,Yes,No,No,No,No,GREEN,"GREEN - concrete, verifiable fact with type-matching registry confirmed","The claim names a specific, measurable action: 100% production powered by hydroelectric power from Tyrolean sources. This is a concrete, verifiable fact (named supplier type, specific location, quantified outcome). EMAS (Eco-Management and Audit Scheme) is confirmed for this company and is the appropriate registry for verifying energy source and production process claims. The claim does not require organic certification — it is a carbon/energy claim verified by EMAS.",No
Biologon GmbH,About,carbon,Vermeidung von unnützen Transportwegen – Der Transport der Waren erfolgt mit neuestem umweltschonendem Equipment unseres Logistikpartners Nothegger Transport Logistik – klimaAktiv Partner des Lebens- und Umweltministerium.,Avoidance of unnecessary transport routes – the transport of goods is carried out with the latest environmentally friendly equipment from our logistics partner Nothegger Transport Logistik – a klimaAktiv partner of the Ministry of Life and the Environment.,DE,0.9,Yes,Yes,Yes,Yes,Yes,,Claims avoidance of unnecessary transport routes and use of environmentally friendly logistics equipment.,https://biologon.at/uber-uns/,biologon_gmbh.json,Yes,Yes,No,No,No,No,GREEN,"GREEN - Concrete, verifiable action with named supplier AND TYPE-MATCHING registry confirmed (EMAS covers environmental management including transport/emissions)","The claim names a specific, measurable action (transport using latest environmentally-friendly equipment from named partner Nothegger Transport Logistik) and references participation in a verified public programme (klimaAktiv, a recognized Austrian environmental initiative). EMAS is a confirmed environmental management certification that covers operational practices including logistics and emissions — the type-matching registry for this claim. The specificity of the supplier name, equipment description, and programme reference meets the GREEN threshold.",No
Biologon GmbH,About,sourcing,"biologon ist ein Tiroler Familienunternehmen, welches sich auf die Herstellung und Veredelung von hochwertigen Lebensmitteln aus kontrolliert biologischem Anbau spezialisiert hat.",Biologon is a Tyrolean family business specialising in the production and refinement of high-quality foods from certified organic farming.,DE,0.9,Yes,Yes,Yes,Yes,Yes,,Company description includes controlled organic cultivation as a sourcing claim.,https://biologon.at/uber-uns/,biologon_gmbh.json,Yes,Yes,No,No,No,No,GREEN,"GREEN - concrete, verifiable fact (company history/structure) + type-matching registry confirmed (EU Organic)","The claim describes biologon as a Tyrolean family business specializing in manufacture and refinement of high-quality foods from controlled organic farming. This is a factual company history and structural statement naming a specific origin, business type, and specialization—not an environmental performance claim requiring independent verification. The registry confirms EU Organic certification, which matches the 'controlled organic farming' (kontrolliert biologischem Anbau) reference in the claim. Per GREEN criterion 3, factual company history and geographic/origin description do not require registry confirmation—they are background facts, not performance claims—but the matching organic registry confirmation reinforces compliance.",No
Biologon GmbH,About,general,Ein sorgsamer Umgang mit den Ressourcen unserer wunderschönen Erde liegt Uschi sehr am Herzen. Strategisch und mit viel Herzblut plant und begleitet Uschi die zahlreichen Maßnahmen die unser Unternehmen in diesem Bereich tätigt.,"A careful use of the resources of our beautiful Earth is very close to Uschi's heart. Strategically and with great dedication, Uschi plans and oversees the numerous measures our company takes in this area.",DE,0.7,Yes,Yes,Yes,Yes,Yes,,Refers to resource stewardship and company measures in this area; environmentally relevant and attributable.,https://biologon.at/uber-uns/,biologon_gmbh.json,Yes,Yes,No,No,No,No,AMBER,AMBER - vague but substantive commitment with confirmed type-matching registry,"The claim describes a general commitment to resource stewardship and states that the company undertakes 'numerous measures' in this area, but provides no specific actions, metrics, dates, or verifiable details. However, the company holds a confirmed EMAS certification, which is a type-matching environmental management system registry that verifies environmental performance and resource management commitments. Under the rule that vague but substantive claims paired with a confirmed relevant registry default to AMBER (credibility floor), this classification is appropriate.",No
Biologon GmbH,Sustainability,general,"Nachhaltigkeit fördert den schonenden Umgang mit Ressourcen, reduziert Abfall, und nutzt erneuerbare Energien.","Sustainability promotes the careful use of resources, reduces waste, and uses renewable energies.",DE,0.75,No,Yes,Yes,No,Yes,NOT_COMPANY_ATTRIBUTED,"The sentence appears in a general sustainability explanation, not as a claim made by the company about itself or its products.",https://biologon.at/nachhaltigkeit/,biologon_gmbh.json,Yes,Yes,No,No,No,No,AMBER,AMBER – vague but substantive claim with confirmed type-matching registry (EMAS),"The claim describes environmental behaviours (resource conservation, waste reduction, renewable energy use) without specific metrics, dates, or quantified outcomes — it is vague marketing language. However, the company holds a confirmed EMAS certification, which is a type-matching registry for environmental management and resource/energy claims. Under the credibility-floor rule, vague but substantive claims from companies with relevant confirmed certifications default to AMBER, not RED.",No
Biologon GmbH,Sustainability,general,"Bei BioLifestyle ist ESG ein zentraler Bestandteil unserer Werte. Wir setzen uns aktiv für eine nachhaltige Zukunft ein und legen dabei besonderen Wert auf: Environmental, Social, Governance.","At BioLifestyle, ESG is a central component of our values. We are actively committed to a sustainable future and place particular emphasis on: Environmental, Social, Governance.",DE,0.75,Yes,Yes,Yes,Yes,Yes,,Faithful company statement about ESG and commitment to a sustainable future.,https://biologon.at/nachhaltigkeit/,biologon_gmbh.json,Yes,Yes,No,No,No,No,AMBER,AMBER — vague commitment with confirmed but non-matching registry,"The claim asserts a commitment to sustainability and ESG values but names no specific action, metric, date, or measurable outcome — it is aspirational language without concrete behaviour details. Although the company holds confirmed EMAS and EU Organic certifications, neither of these registries specifically verifies a general 'ESG and sustainable future' commitment; EMAS covers environmental management systems and EU Organic covers food/agricultural certification, neither of which directly validates a broad governance and social responsibility claim. Under STEP 2 AMBER criterion (claim is specific in intention but lacks registry confirmation of the matching type), this falls to AMBER.",Yes
Biologon GmbH,Sustainability,general,"BioLifestyle steht für ein nachhaltiges Lebensgefühl, das die Umwelt schützt, soziale Verantwortung fördert und ethisches Wirtschaften vorlebt.","BioLifestyle stands for a sustainable lifestyle that protects the environment, promotes social responsibility, and practices ethical business conduct.",DE,0.78,Yes,Yes,Yes,Yes,Yes,,Company-attributed sustainability and environmental responsibility claim.,https://biologon.at/nachhaltigkeit/,biologon_gmbh.json,Yes,Yes,No,No,No,No,RED,"RED - vague marketing slogan with no specific environmental behaviour, action, or commitment named","The claim is a pure tagline asserting generic sustainability values ('sustainable lifestyle', 'environmental protection', 'social responsibility', 'ethical business') without naming any concrete action, metric, supplier, initiative, or verifiable fact. Stripping buzzwords leaves no behavioural substance. Although the company holds confirmed EMAS and EU Organic certifications, these cannot validate a claim that asserts nothing checkable — a bare values statement is RED regardless of registry status.",No
Biologon GmbH,Sustainability,general,"Bei BioLifestyle haben wir uns den 17 Zielen für nachhaltige Entwicklung (Sustainable Development Goals, SDGs) der Vereinten Nationen verpflichtet.","At BioLifestyle, we are committed to the 17 Sustainable Development Goals (SDGs) of the United Nations.",DE,0.82,Yes,Yes,Yes,Yes,Yes,,"The company states it has committed to the UN SDGs, which is an environmental/sustainability claim.",https://biologon.at/nachhaltigkeit/,biologon_gmbh.json,Yes,Yes,No,No,No,No,AMBER,"AMBER — Specific commitment named, but to an untracked external programme (UN SDGs), not a certification within the six tracked registries","The claim names a concrete commitment to the UN Sustainable Development Goals — a specific, named initiative with behavioural intent — but the SDGs are not one of the six tracked registry schemes (EMAS, EU Organic, B Corp, Bord Bia, BIOPARTENAIRE, BioED). Although EMAS and EU Organic are confirmed for this company, neither of those certifications specifically verifies SDG alignment as such. The claim therefore has specificity and substance (commitment to a named public programme), placing it above RED, but lacks type-matching registry confirmation, placing it at AMBER per the rule 'Claim is SPECIFIC but no registry is confirmed for this company, OR the confirmed registry doesn't match the type of claim being made.'",Yes
Biologon GmbH,Sustainability,certification,Seit mittlerweile vier Jahren sind wir Teil des EMAS (Eco-Management...,"For four years now, we have been part of EMAS (Eco-Management and Audit Scheme)...",DE,0.92,No,Yes,Yes,Yes,No,INCOMPLETE_FRAGMENT,This is a truncated article title/snippet ('EMAS (Eco-Management...') and does not provide a complete assessable claim.,https://biologon.at/nachhaltigkeit/,biologon_gmbh.json,Yes,Yes,No,No,No,No,GREEN,GREEN — Specific certification named AND type-matching registry confirmed,The claim names EMAS (Eco-Management and Audit Scheme) as a specific participation for four years and provides a concrete timeframe. Registry evidence confirms EMAS is a verified certification for this company. The claim meets the GREEN criterion: it references a specific named certification AND the registry confirms that SPECIFIC certification type is held by the company.,No
Biologon GmbH,Sustainability,certification,EU Organic Awards 2024: biologon aus Tirol unter den Top-Finalisten,EU Organic Awards 2024: biologon from Tyrol among the top finalists.,DE,0.88,No,Yes,Yes,No,No,TITLE_OR_NAVIGATION,"This is an article headline about an award/finalist status, not a complete company environmental claim in itself.",https://biologon.at/nachhaltigkeit/,biologon_gmbh.json,Yes,Yes,No,No,No,No,GREEN,GREEN — Specific certification claim with TYPE-MATCHING registry confirmed,"The claim references a specific, named certification award ('EU Organic Awards 2024') and identifies a concrete action/recognition (the company being among top finalists). The registry evidence confirms EU Organic certification for this company, which is the TYPE-MATCHING registry for an organic/EU Organic claim. The claim is specific enough to be verifiable and the relevant registry is confirmed, meeting the GREEN criterion.",No
